"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1788800423924744641","Fri May 10 22:48:00 +0000 2024","0","@darmansyahazah1 @OniMeniq74 Bubarkan bea cukai","1789064874984964374","","darmansyahazah1","in","INFJ - T","0","0","0","https://twitter.com/Adrian_susiloo/status/1789064874984964374","175225216","Adrian_susiloo"
"1788993056576004367","Fri May 10 22:46:53 +0000 2024","0","@Ghiaziw Ada 13 mini pink kak kalau mau https://t.co/cji1UkMWvq","1789064597665898998","https://pbs.twimg.com/ext_tw_video_thumb/1789064527704936448/pu/img/Y2bT5pTKA5CtnuFJ.jpg","Ghiaziw","in","Kota Surabaya, Jawa Timur","0","0","0","https://twitter.com/martabakmnss/status/1789064597665898998","1559819901983813632","martabakmnss"
"1788873432001806619","Fri May 10 22:36:29 +0000 2024","0","@Zer0Failed untuk pertama kali saya dukung orang malaysia ketika melawan indonesia. semoga semua yg terlibat di beacukai pada kena hukuman di dunia. aamiin","1789061978993889492","","Zer0Failed","in","middle of nowhere","0","0","0","https://twitter.com/okkyoktariyadi/status/1789061978993889492","57853634","okkyoktariyadi"
"1789060839644811477","Fri May 10 22:31:57 +0000 2024","0","Kantor Bea Cukai.... membusuk!!!","1789060839644811477","","","in","Yogyakarta, Indonesia","0","0","0","https://twitter.com/MrAbidWidodo88/status/1789060839644811477","1760844443853443072","MrAbidWidodo88"
"1788873432001806619","Fri May 10 22:26:15 +0000 2024","3","@TaryokoL @iskandar45v @Zer0Failed Lagian sudah jadi rahasia umum dan sebagian besar rakyat negara ini sudah tau kelakuan bea cukai kok kamu saja buzzer tolol yg belum kejebak siasat licik mereka kalau sudah jadi korban mereka aku yakin kamu akan tantrum di medsos 10 tahun full nggak pakai jeda","1789059402894635152","","fadam1983","in","Denpasar Selatan, Indonesia","0","0","0","https://twitter.com/fadam1983/status/1789059402894635152","1352974369975377922","fadam1983"
"1788027342314451402","Fri May 10 22:20:56 +0000 2024","0","@KemenkeuRI TOLONG BU SRI MULYANI JANGAN JADI BEMPER (LAGI) UNTUK BERITA VIRAL 9 MOBIL MEWAH YG DIDUGA DISALAHGUNAKAN SM OKNUM DI BEACUKAI. ORANG HUMAS BEACUKAI SURUH KERJA BU ATAU BEBAS TUGASKAN GANTI YANG LAIN. MALU LIATNYA BU KEMENKEU JADI BEMPER KLARIFIKASI ‍‍‍‍‍","1789058063757881395","","KemenkeuRI","in","","0","0","0","https://twitter.com/ngekaoo98_owei/status/1789058063757881395","1693913397493137408","ngekaoo98_owei"
"1788950265133158902","Fri May 10 22:17:18 +0000 2024","1","@T0M5helby nunggu bu sri mulyani konpers jadi bemper beacukai lg ","1789057150322368655","","T0M5helby","in","","0","0","0","https://twitter.com/ngekaoo98_owei/status/1789057150322368655","1693913397493137408","ngekaoo98_owei"
"1788873432001806619","Fri May 10 22:15:05 +0000 2024","0","@Zer0Failed BEA CUKAI JANGAN MEMALUKAN INDONESIA DIKANCAH INTERNASIONAL YAH...... CUKUP MEMALUKAN DIMATA MASYARAKAT SENDIRI SAJA LAH......","1789056591352000673","","Zer0Failed","in","","0","0","0","https://twitter.com/PraseYulia46029/status/1789056591352000673","1681652556425207809","PraseYulia46029"
"1789055768475341087","Fri May 10 22:11:48 +0000 2024","14","Tak Kunjung Tuntas! Medy Renaldy Kini Mengikhlaskan Hilangnya Koin Megatron yang Sempat Ditahan Bea Cukai https://t.co/C4ajSoCu5x","1789055768475341087","","","in","","0","0","11","https://twitter.com/OposisiCerdas/status/1789055768475341087","887743587579944960","OposisiCerdas"
"1789051621185303009","Fri May 10 21:55:20 +0000 2024","1871","Bea cukai . Lagi ","1789051621185303009","","","in","Cipayung, Indonesia","3","19","468","https://twitter.com/NOTASLIMBOY/status/1789051621185303009","19190361","NOTASLIMBOY"
